# Program:featureCounts v2.0.6; Command:"./bin/featureCounts" "-a" "PlasmoDB-65_Pfalciparum3D7.gff" "-o" "test3" "-p" "-B" "-C" "/depot/heqixin/data/Pf_282samples_bam_BQSR/Sample5027250_recal_realn.bam" 
Geneid	Chr	Start	End	Strand	Length	/depot/heqixin/data/Pf_282samples_bam_BQSR/Sample5027250_recal_realn.bam
PF3D7_0205100	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	214838;216175;216937;217132	216054;216786;217008;217843	-;-;-;-	2613	15091
PF3D7_0205200	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	217882;218290;218533;218850	218097;218423;218715;218907	-;-;-;-	591	4333
PF3D7_0205300	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	219690;221054;221260;221450;221760;222173	220936;221147;221355;221618;221920;222256	+;+;+;+;+;+	1851	4981
PF3D7_0205400	Pf3D7_02_v3;Pf3D7_02_v3	222830;223454	223222;225455	+;+	2395	7656
PF3D7_0205500	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	225212;225984;226197	225814;226080;226438	-;-;-	942	1863
PF3D7_0205600	Pf3D7_02_v3	227756	230583	+	2828	9258
PF3D7_0205700	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	230768;231127;231141;231384;231384;231618;231618;231859;232099;232099;232421;232421	231020;231234;231234;231484;231484;231702;231702;231909;232327;232327;232631;232529	+;+;+;+;+;+;+;+;+;+;+;+	1038	1883
PF3D7_0205800	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	232642;233011;233339	232781;233182;233918	-;-;-	892	2428
PF3D7_0205900	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	234461;235535;238482;238737	235257;238219;238596;239124	+;+;+;+	3985	25654
PF3D7_0206000	Pf3D7_02_v3	239146	244604	-	5459	33187
PF3D7_0206100	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	244645;246057;246251;246491	245734;246135;246335;248513	+;+;+;+	3277	4978
PF3D7_0206200	Pf3D7_02_v3	248880	251521	+	2642	19012
PF3D7_0206300	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	252394;252757;253401;253989;254818	252507;253306;253484;254815;262443	+;+;+;+;+	9201	36793
PF3D7_0206500	Pf3D7_02_v3	262727	268003	-	5277	66815
PF3D7_0206600	Pf3D7_02_v3;Pf3D7_02_v3	268187;270421	270199;270646	-;-	2239	1432
PF3D7_0206700	Pf3D7_02_v3	271374	274711	+	3338	207
PF3D7_0206800	Pf3D7_02_v3	271576	274917	-	3342	52
PF3D7_0206900	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	274946;274946;275981;275981;276558	275844;275844;276441;276712;276712	-;-;-;-;-	1631	5489
PF3D7_0207000	Pf3D7_02_v3;Pf3D7_02_v3	276725;277973	277828;279258	-;-	2390	11788
PF3D7_0207100	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	281275;287127;287281	287016;287189;287696	+;+;+	6221	29695
PF3D7_0207200	Pf3D7_02_v3	287423	288941	-	1519	2680
PF3D7_0207300	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	290168;290445;291685;292345;292526	290349;291541;292208;292403;292703	-;-;-;-;-	2040	19620
PF3D7_0207400	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	293896;296452;296725;297583	296317;296586;297351;297980	-;-;-;-	3582	30571
PF3D7_0207500	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	298380;301166;301403;302531	301052;301300;302173;302820	-;-;-;-	3869	30456
PF3D7_0207600	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	303409;305700;306016;306994	305580;305840;306846;307376	-;-;-;-	3527	42531
PF3D7_0207700	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	308628;311120;311366;312122	310975;311254;311956;312348	-;-;-;-	3301	43392
PF3D7_0207800	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	312990;315623;315900;316708	315448;315775;316505;316944	-;-;-;-	3455	35427
PF3D7_0207900	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	317422;320016;320241;321277	319880;320171;321083;321552	-;-;-;-	3734	55916
PF3D7_0208000	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	322329;324582;324892;325690	324478;324722;325560;326390	-;-;-;-	3661	28932
PF3D7_0208100	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	327442;328121;328323;328549;328775;328965;329168;329331;329520;329748;330127;330413;330562;330935;331108;331310	328021;328157;328414;328672;328843;329038;329229;329403;329593;330010;330218;330455;330796;331012;331177;335433	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6090	25883
PF3D7_0208200	Pf3D7_02_v3	335421	337000	-	1580	8720
PF3D7_0208300	Pf3D7_02_v3	337310	343223	+	5914	16360
PF3D7_0208400	Pf3D7_02_v3	342081	351139	-	9059	36162
PF3D7_0208500	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	351650;353086;353482	352881;353306;354043	+;+;+	2015	3139
PF3D7_0208600	Pf3D7_02_v3	354341	356448	+	2108	7059
PF3D7_0208700	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	356196;356649;356888;357126;357357;357621;357930	356552;356713;357000;357280;357437;357738;358035	-;-;-;-;-;-;-	995	2826
PF3D7_0208800	Pf3D7_02_v3	358084	360086	+	2003	2147
PF3D7_0208900	Pf3D7_02_v3	360828	368354	+	7527	46298
PF3D7_0209000	Pf3D7_02_v3	369351	380156	+	10806	81986
PF3D7_0209100	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	380935;382252;383071	382168;382877;384245	-;-;-	3035	15599
PF3D7_0209200	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	384529;385079;385368;385556;385752;386031;386224;386448	384984;385204;385427;385644;385869;386133;386302;386885	-;-;-;-;-;-;-;-	1469	6423
PF3D7_0209300	Pf3D7_02_v3;Pf3D7_02_v3	386930;388063	387906;388236	+;+	1151	2863
PF3D7_0209400	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	388216;388716;388945;389268;389427;389742;390504	388457;388784;389162;389336;389618;390404;391107	-;-;-;-;-;-;-	2057	11228
PF3D7_0209500	Pf3D7_02_v3	391238	392887	-	1650	8768
PF3D7_0209600	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	393969;394560;394996;395450;395969;396202;396412;396669	394404;394853;395204;395771;396093;396284;396532;399286	-;-;-;-;-;-;-;-	4208	24293
PF3D7_0209700	Pf3D7_02_v3	400078	402755	-	2678	26505
PF3D7_0209800	Pf3D7_02_v3;Pf3D7_02_v3	403095;406082	405380;406706	-;-	2911	12359
PF3D7_0209900	Pf3D7_02_v3	407900	408438	+	539	1074
PF3D7_0210000	Pf3D7_02_v3	409983	411199	+	1217	2371
PF3D7_0210100	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	411419;412275;412492;412492;412701;412701	412295;412295;412537;412602;412741;412963	+;+;+;+;+;+	1251	1376
PF3D7_0210200	Pf3D7_02_v3;Pf3D7_02_v3	412948;413428	413334;421861	-;-	8821	65541
PF3D7_0210300	Pf3D7_02_v3;Pf3D7_02_v3	422574;424223	424004;425116	-;-	2325	9371
PF3D7_0210400	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	425599;425995;426209;426476	425855;426074;426299;427108	+;+;+;+	1061	2935
PF3D7_0210500	Pf3D7_02_v3	427161	431611	+	4451	8643
PF3D7_0210600	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	431716;432636;432929;433426;433963	432508;432823;433304;433610;434231	-;-;-;-;-	1811	6375
PF3D7_0210700	Pf3D7_02_v3	435985	437173	+	1189	3104
PF3D7_0210800	Pf3D7_02_v3	437342	439708	-	2367	4081
PF3D7_0210900	Pf3D7_02_v3	441381	443570	-	2190	7258
PF3D7_0211000	Pf3D7_02_v3	443824	444608	+	785	2026
PF3D7_0211100	Pf3D7_02_v3	451526	455367	+	3842	9311
PF3D7_0211200	Pf3D7_02_v3	455265	456900	-	1636	4153
PF3D7_0211300	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	456907;457309;457461;457687;457913;458362	457203;457379;457589;457760;458219;458616	-;-;-;-;-;-	1133	3514
PF3D7_0211400	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	458932;459329;459593;460162;460395;460785;461049;461374	459164;459397;459927;460275;460530;460916;461140;461640	-;-;-;-;-;-;-;-	1378	4030
PF3D7_0211500	Pf3D7_02_v3	463147	467352	+	4206	14293
PF3D7_0211600	Pf3D7_02_v3	467682	468518	+	837	3433
PF3D7_0211700	Pf3D7_02_v3	469408	474167	+	4760	18650
PF3D7_0211800	Pf3D7_02_v3	475109	477618	+	2510	14537
PF3D7_0211900	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	477189;478927;479089	478704;479003;479816	-;-;-	2321	5432
PF3D7_0212000	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	479683;480783;481194	480595;480983;481854	+;+;+	1775	4865
PF3D7_0212100	Pf3D7_02_v3	483322	489702	+	6381	63951
PF3D7_0212200	Pf3D7_02_v3;Pf3D7_02_v3	489203;490125	489977;491256	-;-	1907	3633
PF3D7_0212300	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	491640;492831;493252	492689;492985;495105	+;+;+	3059	12896
PF3D7_0212400	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	494337;495882;501855	495681;501641;507898	-;-;-	13149	49062
PF3D7_0212500	Pf3D7_02_v3;Pf3D7_02_v3	508665;516327	516077;521769	+;+	12856	47835
PF3D7_0212600	Pf3D7_02_v3;Pf3D7_02_v3	522339;523471	523154;524405	+;+	1751	6332
PF3D7_0212700	Pf3D7_02_v3	524470	526067	-	1598	5424
PF3D7_0212800	Pf3D7_02_v3	526387	531923	+	5537	22797
PF3D7_0212900	Pf3D7_02_v3	532001	534657	+	2657	6819
PF3D7_0213000	Pf3D7_02_v3	534659	536945	+	2287	3773
PF3D7_0213100	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	537390;538286;538849	537797;538691;540199	+;+;+	2165	10510
PF3D7_0213200	Pf3D7_02_v3;Pf3D7_02_v3	539809;540877	540696;541065	-;-	1077	599
PF3D7_0213300	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	541071;541224;541445	541131;541310;542094	-;-;-	798	116
PF3D7_0213400	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	540403;542425;543101;543724	541919;542933;543430;543807	+;+;+;+	2440	3922
PF3D7_0213500	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	543700;544050;544624;545563;545812	543891;544386;545409;545648;546217	-;-;-;-;-	1807	5831
PF3D7_0213600	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	546482;546928;547175;547426;547638;547846;548039;548369;548583;548861;549432;553897	546784;547043;547307;547548;547757;547890;548216;548431;548708;549258;553685;555294	-;-;-;-;-;-;-;-;-;-;-;-	7257	31319
PF3D7_0213700	Pf3D7_02_v3;Pf3D7_02_v3	556774;557523	557338;558250	+;+	1293	3304
PF3D7_0213800	Pf3D7_02_v3	558585	560594	+	2010	9131
PF3D7_0213900	Pf3D7_02_v3	560872	565395	-	4524	30365
PF3D7_0214000	Pf3D7_02_v3;Pf3D7_02_v3	565669;566269	566123;568518	+;+	2705	13340
PF3D7_0214100	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	568246;568699;569171;569376	568565;569048;569259;573893	-;-;-;-	5277	40332
PF3D7_0214200	Pf3D7_02_v3;Pf3D7_02_v3	574898;575966	575704;576521	-;-	1363	6151
PF3D7_0214300	Pf3D7_02_v3	577433	586702	+	9270	96835
PF3D7_0214400	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	586717;587119;587387	586839;587238;589640	-;-;-	2497	16081
PF3D7_0214500	Pf3D7_02_v3	590110	591752	+	1643	3669
PF3D7_0214600	Pf3D7_02_v3;Pf3D7_02_v3	593374;594196	594059;600035	+;+	6526	26231
PF3D7_0214700	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	599425;599997;600187;600357;600562;600804;600961;601134;601487	599882;600049;600253;600452;600675;600867;601046;601279;601740	-;-;-;-;-;-;-;-;-	1338	3467
PF3D7_0214800	Pf3D7_02_v3;Pf3D7_02_v3	603261;605403	605237;609873	+;+	6448	27498
PF3D7_0214900	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	609924;610872;612764;613019;613250;613453;613649;613831;613980;614114;614326;614534;614697;614868;615181	610685;612646;612889;613126;613319;613493;613688;613872;614032;614191;614388;614575;614755;614970;616306	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4488	13505
PF3D7_0215000	Pf3D7_02_v3	615813	621692	-	5880	25644
PF3D7_0215100	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	622029;622789;622939;623143;623715;624073;624250	622582;622840;623014;623529;623944;624108;624953	-;-;-;-;-;-;-	2039	6004
PF3D7_0215200	Pf3D7_02_v3	625082	627710	+	2629	4197
PF3D7_0215300	Pf3D7_02_v3	628091	632681	-	4591	22380
PF3D7_0215400	Pf3D7_02_v3	634417	639395	-	4979	33099
PF3D7_0215500	Pf3D7_02_v3	639847	643411	+	3565	21241
PF3D7_0215600	Pf3D7_02_v3	642807	644902	-	2096	14033
PF3D7_0215700	Pf3D7_02_v3;Pf3D7_02_v3	645368;646115	645980;650460	+;+	4959	55121
PF3D7_0215800	Pf3D7_02_v3	650472	653693	-	3222	21760
PF3D7_0215900	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	654918;655082;655282;655548;655658;655860;656056;656377;656634;656781	654966;655172;655369;655583;655750;655921;656190;656486;656692;656840	-;-;-;-;-;-;-;-;-;-	783	3682
PF3D7_0216000	Pf3D7_02_v3	657770	664734	+	6965	51826
PF3D7_0216100	Pf3D7_02_v3	664805	668532	-	3728	14241
PF3D7_0216200	Pf3D7_02_v3;Pf3D7_02_v3	668745;669221	669047;670058	-;-	1141	3579
PF3D7_0216300	Pf3D7_02_v3	670210	675095	+	4886	20190
PF3D7_0216400	Pf3D7_02_v3	675368	678010	+	2643	11940
PF3D7_0216500	Pf3D7_02_v3;Pf3D7_02_v3	678050;679042	678756;685025	+;+	6691	21769
PF3D7_0216600	Pf3D7_02_v3	685475	689382	+	3908	16223
PF3D7_0216700	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	689543;690311;690474;690474;690716;690716;690961;690961;691295;691295;691682;691682;692805;692805	690346;690346;690513;690513;690837;690837;691020;691020;691489;691471;692401;692401;695989;695783	+;+;+;+;+;+;+;+;+;+;+;+;+;+	5126	14748
PF3D7_0216800	Pf3D7_02_v3	695848	699564	-	3717	57686
PF3D7_0216900	Pf3D7_02_v3	701245	702894	+	1650	17072
PF3D7_0217000	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	703060;703291;704045;705195	703202;703795;704964;706862	-;-;-;-	3236	10505
PF3D7_0217100	Pf3D7_02_v3;Pf3D7_02_v3	707101;707733	707456;709839	+;+	2463	17653
PF3D7_0217200	Pf3D7_02_v3	709474	715607	-	6134	21682
PF3D7_0217300	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	715609;716160;716494	716033;716293;716549	-;-;-	615	1379
PF3D7_0217400	Pf3D7_02_v3;Pf3D7_02_v3	717227;717928	717784;719177	+;+	1808	2796
PF3D7_0217500	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	719266;721895;722144;722395;722602	721654;721994;722262;722472;723617	+;+;+;+;+	3702	27750
PF3D7_0217600	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	723183;724873;728594;728930;729149;729359;729744	724604;728449;728721;728995;729259;729562;730639	-;-;-;-;-;-;-	6404	36231
PF3D7_0217700	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	731101;731548;731754;732171	731387;731623;731972;733231	-;-;-;-	1643	5441
PF3D7_0217800	Pf3D7_02_v3;Pf3D7_02_v3	733477;734268	733893;734855	+;+	1005	2839
PF3D7_0217900	Pf3D7_02_v3	734887	738046	-	3160	13253
PF3D7_0218000	Pf3D7_02_v3;Pf3D7_02_v3	738216;738860	738493;740285	+;+	1704	5699
PF3D7_0218100	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	740884;741954;742153;742341	741831;742018;742218;742775	+;+;+;+	1514	2642
PF3D7_0218200	Pf3D7_02_v3	742842	746913	-	4072	12216
PF3D7_0218300	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	747303;747980;748306;749042	747816;748031;748743;749586	-;-;-;-	1549	5067
PF3D7_0218400	Pf3D7_02_v3	749749	751772	-	2024	10656
PF3D7_0218500	Pf3D7_02_v3;Pf3D7_02_v3	752461;753269	753100;754956	+;+	2328	3424
PF3D7_0218600	Pf3D7_02_v3	755057	763428	+	8372	29088
PF3D7_0218700	Pf3D7_02_v3;Pf3D7_02_v3	762841;765175	764922;765517	-;-	2425	7614
PF3D7_0218800	Pf3D7_02_v3	766390	767015	-	626	1460
PF3D7_0218900	Pf3D7_02_v3	767584	767743	-	160	238
PF3D7_0219000	Pf3D7_02_v3	767977	768058	-	82	144
PF3D7_0219100	Pf3D7_02_v3	769194	771126	+	1933	6406
PF3D7_0219200	Pf3D7_02_v3;Pf3D7_02_v3	771928;772518	772319;773349	+;+	1224	920
PF3D7_0219300	Pf3D7_02_v3	773171	774191	-	1021	1700
PF3D7_0219400	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	774447;775639;775990	774916;775795;776838	+;+;+	1476	2439
PF3D7_0219500	Pf3D7_02_v3;Pf3D7_02_v3	776418;777591	777369;778478	-;-	1840	6756
PF3D7_0219600	Pf3D7_02_v3	778816	782444	-	3629	22764
PF3D7_0219700	Pf3D7_02_v3;Pf3D7_02_v3	783271;784688	784469;784917	-;-	1429	4362
PF3D7_0219800	Pf3D7_02_v3;Pf3D7_02_v3	786298;787848	787736;790454	-;-	4046	8054
PF3D7_0219900	Pf3D7_02_v3;Pf3D7_02_v3	790390;791899	791673;792432	+;+	1818	4006
PF3D7_0220000	Pf3D7_02_v3;Pf3D7_02_v3	794978;797108	796949;801981	+;+	6846	123549
PF3D7_0220100	Pf3D7_02_v3;Pf3D7_02_v3	803384;804943	804714;807811	+;+	4200	24912
PF3D7_0220200	Pf3D7_02_v3;Pf3D7_02_v3	809073;810230	809984;812695	-;-	3378	6392
PF3D7_0220300	Pf3D7_02_v3;Pf3D7_02_v3	812892;814580	814390;815853	-;-	2773	4011
PF3D7_0220400	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	820429;820569;821129	820467;821126;822541	+;+;+	2010	3453
PF3D7_0220500	Pf3D7_02_v3;Pf3D7_02_v3	823293;824796	824571;825588	-;-	2072	23118
PF3D7_0220600	Pf3D7_02_v3;Pf3D7_02_v3	830123;831424	831284;833035	+;+	2774	4556
PF3D7_0220700	Pf3D7_02_v3;Pf3D7_02_v3	833056;834122	833996;834963	+;+	1783	5525
PF3D7_0220800	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	838594;839924;840606;840757;840965;841202;841500;841746;842647	839764;840493;840659;840819;841096;841387;841658;842512;844668	+;+;+;+;+;+;+;+;+	5124	25330
PF3D7_0220900	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	845600;846020;846298	846018;846131;846375	-;-;-	609	3335
PF3D7_0221000	Pf3D7_02_v3;Pf3D7_02_v3	848092;848277	848157;849119	+;+	909	4578
PF3D7_0221100	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	851052;851291;851647	851164;851644;851962	+;+;+	783	2787
PF3D7_0221200	Pf3D7_02_v3;Pf3D7_02_v3	853607;855187	855034;856315	+;+	2557	5258
PF3D7_0221300	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	857567;857785;858090;858430	857782;858088;858427;858675	-;-;-;-	1104	4724
PF3D7_0221400	Pf3D7_02_v3;Pf3D7_02_v3	860466;860650	860534;861504	+;+	924	6381
PF3D7_0221500	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	863079;863389;863774	863387;863688;863842	-;-;-	678	6235
PF3D7_0221600	Pf3D7_02_v3;Pf3D7_02_v3	865916;866405	866402;866538	-;-	621	7700
PF3D7_0221650	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	866843;866870;867059;867254	866867;867056;867251;867511	+;+;+;+	663	2464
PF3D7_0221700	Pf3D7_02_v3;Pf3D7_02_v3	868884;871086	870950;871778	-;-	2760	11638
PF3D7_0221800	Pf3D7_02_v3	871835	873795	+	1961	4082
PF3D7_0221900	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	873917;874119;874328;874545;874849	874117;874325;874543;874847;875178	-;-;-;-;-	1257	139960
PF3D7_0222000	Pf3D7_02_v3	876984	877832	+	849	31192
PF3D7_0222100	Pf3D7_02_v3;Pf3D7_02_v3	878211;879183	879088;879540	-;-	1236	18389
PF3D7_0222200	Pf3D7_02_v3;Pf3D7_02_v3	881469;882199	882092;882267	-;-	693	19241
PF3D7_0222300	Pf3D7_02_v3	883452	884312	+	861	24023
PF3D7_0222400	Pf3D7_02_v3;Pf3D7_02_v3	886625;886795	886696;887802	+;+	1080	18559
PF3D7_0222500	Pf3D7_02_v3;Pf3D7_02_v3	889660;889864	889728;890745	+;+	951	38483
PF3D7_0222600	Pf3D7_02_v3;Pf3D7_02_v3	892856;893154	892909;894206	+;+	1107	12467
PF3D7_0222700	Pf3D7_02_v3;Pf3D7_02_v3	896226;896443	896294;897420	+;+	1047	17789
PF3D7_0222800	Pf3D7_02_v3;Pf3D7_02_v3	899430;899600	899498;900445	+;+	915	10019
PF3D7_0222900	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	901494;901877;902206	901874;902203;902853	+;+;+	1356	51546
PF3D7_0223100	Pf3D7_02_v3;Pf3D7_02_v3	904551;904837	904604;905775	+;+	993	18943
PF3D7_0223200	Pf3D7_02_v3;Pf3D7_02_v3	907678;907893	907746;908861	+;+	1038	21474
PF3D7_0223300	Pf3D7_02_v3;Pf3D7_02_v3	909350;909831	909421;911054	+;+	1296	84131
PF3D7_0223400	Pf3D7_02_v3;Pf3D7_02_v3	913244;913528	913297;914457	+;+	984	37746
PF3D7_0223500	Pf3D7_02_v3;Pf3D7_02_v3	916352;918345	917581;923648	-;-	6534	304716
PF3D7_0300100	Pf3D7_03_v3;Pf3D7_03_v3	36965;43172	42283;44482	+;+	6630	183138
PF3D7_0300200	Pf3D7_03_v3;Pf3D7_03_v3	46369;47526	47295;47579	-;-	981	56313
PF3D7_0300300	Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3	49772;50413;50899	50410;50896;51152	-;-;-	1377	68753
PF3D7_0300400	Pf3D7_03_v3;Pf3D7_03_v3	52280;53205	53101;53273	-;-	891	12022
PF3D7_0300500	Pf3D7_03_v3;Pf3D7_03_v3	55390;56516	56400;56584	-;-	1080	43011
PF3D7_0300600	Pf3D7_03_v3	58307	58519	-	213	3076
PF3D7_0300700	Pf3D7_03_v3;Pf3D7_03_v3	61445;61662	61498;62714	+;+	1107	40099
PF3D7_0300800	Pf3D7_03_v3;Pf3D7_03_v3	64572;64872	64625;65783	+;+	966	11374
PF3D7_0300900	Pf3D7_03_v3;Pf3D7_03_v3	67870;68101	67996;68761	+;+	788	3748
PF3D7_0301000	Pf3D7_03_v3	69460	71919	-	2460	23602
PF3D7_0301100	Pf3D7_03_v3;Pf3D7_03_v3	76494;76773	76562;77474	+;+	771	2299
